date,Open,High,Low,Close,Volume,symbol,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,ma_5,ma_10,ma_50,ma_200,RSI,StochasticOscillator,MACD,MACD_signal,ATR,next_day_movement
2024-02-12,187.53448242231036,187.7833074995908,185.91213805857677,186.27044677734372,41781900.0,AAPL,187.9624786376953,187.1961212158203,188.2795867919922,188.1702423095703,186.55990600585935,184.7408447265625,185.74481201171875,183.2994842529297,186.9177703857422,190.58575439453125,187.57577514648438,186.51416931152343,189.30801086425782,181.83047180175782,46.46227513858394,47.51193961484226,-0.3210543114504105,-0.2075587599900283,3.137301524935853,0
2024-02-13,184.89694454758452,185.33487911795885,182.64755610649428,184.1703643798828,56529500.0,AAPL,186.27044677734372,187.9624786376953,187.1961212158203,188.2795867919922,188.1702423095703,186.55990600585935,184.7408447265625,185.74481201171875,183.2994842529297,186.9177703857422,186.7757995605469,186.2394287109375,189.2150909423828,181.91768074035645,42.234890000921126,35.4060160130442,-0.5570425870323277,-0.27745552539848817,3.171986463929681,0
2024-02-14,184.44907598078345,184.6580805583909,181.5826059912504,183.28456115722656,54630500.0,AAPL,184.1703643798828,186.27044677734372,187.9624786376953,187.1961212158203,188.2795867919922,188.1702423095703,186.55990600585935,184.7408447265625,185.74481201171875,183.2994842529297,185.77679443359375,186.2379364013672,189.0788082885742,181.99417404174804,40.558634286940475,33.10756102614058,-0.8062479878052216,-0.3832140178798349,3.1650927570161684,0
2024-02-15,182.68738521978767,183.62296999377597,180.4977274519665,182.9959259033203,65434500.0,AAPL,183.28456115722656,184.1703643798828,186.27044677734372,187.9624786376953,187.1961212158203,188.2795867919922,188.1702423095703,186.55990600585935,184.7408447265625,185.74481201171875,184.93675537109374,185.96304779052736,188.97273742675782,182.06966972351074,40.001522651434065,37.41009715268874,-1.0153314076647462,-0.5096374958368172,3.1622463130728318,0
2024-02-16,182.5579699194549,183.981257173353,180.81619448303397,181.45318603515625,49701400.0,AAPL,182.9959259033203,183.28456115722656,184.1703643798828,186.27044677734372,187.9624786376953,187.1961212158203,188.2795867919922,188.1702423095703,186.55990600585935,184.7408447265625,183.63489685058593,185.63428192138673,188.75648803710936,182.14264923095703,37.07052384951058,26.235901552849104,-1.29064004338926,-0.6658380053473058,3.162447482876131,0
2024-02-20,180.93562562036504,181.57261717237213,179.1540448566047,180.7067108154297,53665600.0,AAPL,181.45318603515625,182.9959259033203,183.28456115722656,184.1703643798828,186.27044677734372,187.9624786376953,187.1961212158203,188.2795867919922,188.1702423095703,186.55990600585935,182.52214965820312,185.04896240234376,188.547177734375,182.21729187011718,35.70719014987078,21.539433174235405,-1.5511774245944707,-0.8429058891967388,3.109313542368366,1
2024-02-21,181.0849615211141,182.03049388623003,179.81097819372195,181.4631805419922,41529700.0,AAPL,180.7067108154297,181.45318603515625,182.9959259033203,183.28456115722656,184.1703643798828,186.27044677734372,187.9624786376953,187.1961212158203,188.2795867919922,188.1702423095703,181.980712890625,184.37825622558594,188.31422943115234,182.303934173584,38.188074721845375,27.988686457950216,-1.6772797544785192,-1.009780662253095,3.045756553092631,1
2024-02-22,182.6177080564135,184.09076354210745,181.60251261136847,183.50352478027344,52292200.0,AAPL,181.4631805419922,180.7067108154297,181.45318603515625,182.9959259033203,183.28456115722656,184.1703643798828,186.27044677734372,187.9624786376953,187.1961212158203,188.2795867919922,182.02450561523438,183.90065002441406,188.0934600830078,182.3622663116455,44.417897590722006,45.38356204462945,-1.5942010736475538,-1.1266647445319868,3.015887013594248,0
2024-02-23,184.1405042298665,184.17036202409395,181.37357059288817,181.66221618652344,45119700.0,AAPL,183.50352478027344,181.4631805419922,180.7067108154297,181.45318603515625,182.9959259033203,183.28456115722656,184.1703643798828,186.27044677734372,187.9624786376953,187.1961212158203,181.757763671875,183.34725952148438,187.88616271972657,182.41173858642577,40.45524431972365,23.31934526220388,-1.6578284215162,-1.2328974799288295,3.0002373291379287,0
2024-02-26,181.38353517321784,181.90108040317875,179.8009961275691,180.30860900878903,40867400.0,AAPL,181.66221618652344,183.50352478027344,181.4631805419922,180.7067108154297,181.45318603515625,182.9959259033203,183.28456115722656,184.1703643798828,186.27044677734372,187.9624786376953,181.52884826660156,182.58187255859372,187.6213754272461,182.46300643920898,37.786451063621094,10.734386351917324,-1.796766335916118,-1.3456712511262872,2.935940682457337,1
2024-02-27,180.24888975946536,183.05562869813585,178.71611879819,181.77169799804688,54318900.0,AAPL,180.30860900878903,181.66221618652344,183.50352478027344,181.4631805419922,180.7067108154297,181.45318603515625,182.9959259033203,183.28456115722656,184.1703643798828,186.27044677734372,181.741845703125,182.13199768066406,187.3212384033203,182.51272903442384,42.22311945771359,27.297361355742538,-1.768431206050309,-1.4302232421110916,3.0361956265636594,0
2024-02-28,181.65227187035532,182.2594057262961,179.28346722817705,180.56739807128903,48953900.0,AAPL,181.77169799804688,180.30860900878903,181.66221618652344,183.50352478027344,181.4631805419922,180.7067108154297,181.45318603515625,182.9959259033203,183.28456115722656,184.1703643798828,181.56268920898438,181.77170104980468,186.99403259277344,182.55548965454102,39.712679787563474,17.833339568980097,-1.822147765628415,-1.5086081468145562,3.031891545960474,0
2024-02-29,180.4181036615144,181.71199718953457,178.6862755375109,179.90054321289062,136682600.0,AAPL,180.56739807128903,181.77169799804688,180.30860900878903,181.66221618652344,183.50352478027344,181.4631805419922,180.7067108154297,181.45318603515625,182.9959259033203,183.28456115722656,180.84209289550782,181.43329925537108,186.66422576904296,182.59957557678223,38.35286842249676,11.663488285335191,-1.8966645714877188,-1.5862194317491887,3.031450839250702,0
2024-03-01,178.7061901764464,179.6815803178056,176.54639012704013,178.815673828125,73488000.0,AAPL,179.90054321289062,180.56739807128903,181.77169799804688,180.30860900878903,181.66221618652344,183.50352478027344,181.4631805419922,180.7067108154297,181.45318603515625,182.9959259033203,180.2727844238281,181.01527404785156,186.34612121582032,182.6407155609131,36.18228595137646,20.19489532447963,-2.0199745603731856,-1.672970457473988,3.0545009997221158,0
2024-03-04,175.32216819099037,176.06864352848322,172.97325852152966,174.27711486816406,81510100.0,AAPL,178.815673828125,179.90054321289062,180.56739807128903,181.77169799804688,180.30860900878903,181.66221618652344,183.50352478027344,181.4631805419922,180.7067108154297,181.45318603515625,179.0664855957031,180.29766693115235,185.91637023925782,182.65916275024415,28.830999429319917,10.54761660466298,-2.4556155848202366,-1.8294994829432378,3.253637735927346,0
2024-03-05,169.95748724050745,171.2314705105848,168.82284541599856,169.32049560546875,95132400.0,AAPL,174.27711486816406,178.815673828125,179.90054321289062,180.56739807128903,181.77169799804688,180.30860900878903,181.66221618652344,183.50352478027344,181.4631805419922,180.7067108154297,176.5762451171875,179.15904541015624,185.42943511962892,182.64975357055664,23.270380899912922,3.1426763480002786,-3.1643453817978298,-2.096468662714156,3.410825715658643,0
2024-03-06,170.256065044738,170.43522699407845,167.88724549652,168.32518005371094,68587700.0,AAPL,169.32049560546875,174.27711486816406,178.815673828125,179.90054321289062,180.56739807128903,181.77169799804688,180.30860900878903,181.66221618652344,183.50352478027344,181.4631805419922,174.12780151367187,177.84524536132812,184.92557647705078,182.6236695098877,22.33867112383105,2.6895008486203538,-3.7629554903188023,-2.4297660282350853,3.3491939857943436,0
2024-03-07,168.35503848083317,169.92761476617306,167.6981518296525,168.20574951171875,71765100.0,AAPL,168.32518005371094,169.32049560546875,174.27711486816406,178.815673828125,179.90054321289062,180.56739807128903,181.77169799804688,180.30860900878903,181.66221618652344,183.50352478027344,171.7888427734375,176.31546783447266,184.44079956054688,182.59644302368164,22.223688399037457,3.0815396117125218,-4.198596553161451,-2.7835321332203584,3.269213196560503,1
2024-03-08,168.20576217934803,172.8836708711805,168.14604658720506,169.92762756347656,76114600.0,AAPL,168.20574951171875,168.32518005371094,169.32049560546875,174.27711486816406,178.815673828125,179.90054321289062,180.56739807128903,181.77169799804688,180.30860900878903,181.66221618652344,170.0112335205078,175.14200897216796,184.00139465332032,182.5825845336914,27.979456973996335,13.534769818420664,-4.354705728716624,-3.0977668523196114,3.374099702804427,1
2024-03-11,172.12725037151972,173.56048535052068,171.2414336396481,171.93814086914062,60139500.0,AAPL,169.92762756347656,168.20574951171875,168.32518005371094,169.32049560546875,174.27711486816406,178.815673828125,179.90054321289062,180.56739807128903,181.77169799804688,180.30860900878903,169.54343872070314,174.30496215820312,183.60021209716797,182.59186492919923,34.110849667011735,25.74025579711774,-4.26700438342948,-3.3316143585415854,3.3925824231072617,1
2024-03-12,172.3362371923594,173.2121062975323,170.20629520329734,172.41586303710938,59825400.0,AAPL,171.93814086914062,169.92762756347656,168.20574951171875,168.32518005371094,169.32049560546875,174.27711486816406,178.815673828125,179.90054321289062,180.56739807128903,181.77169799804688,170.16251220703126,173.36937866210937,183.20003540039062,182.60214607238768,35.51563604462402,28.64042621948132,-4.111556781746259,-3.4876028431825206,3.364955899616383,0
2024-03-13,171.9580519129805,172.37607625258147,169.95748841772314,170.3257598876953,52488700.0,AAPL,172.41586303710938,171.93814086914062,169.92762756347656,168.20574951171875,168.32518005371094,169.32049560546875,174.27711486816406,178.815673828125,179.90054321289062,180.56739807128903,170.56262817382813,172.34521484375,182.77893157958985,182.59627601623535,32.27357990986667,15.951763770775033,-4.109643877454857,-3.612011050036988,3.3002000938856577,1
2024-03-14,172.0973925529764,173.49080701178275,171.2414336176872,172.1869659423828,72913500.0,AAPL,170.3257598876953,172.41586303710938,171.93814086914062,169.92762756347656,168.20574951171875,168.32518005371094,169.32049560546875,174.27711486816406,178.815673828125,179.90054321289062,171.35887145996094,171.57385711669923,182.53202911376954,182.58761726379396,37.725189749259606,29.228851530567994,-3.912839336938646,-3.6721767074173197,3.2905463103286423,0
2024-03-15,170.36554869703198,171.80873107910156,169.4896795825833,171.80873107910156,121664700.0,AAPL,172.1869659423828,170.3257598876953,172.41586303710938,171.93814086914062,169.92762756347656,168.20574951171875,168.32518005371094,169.32049560546875,174.27711486816406,178.815673828125,171.73509216308594,170.87316284179687,182.3051956176758,182.56779777526856,37.07211071241223,26.765980405836142,-3.7442295653777933,-3.686587279009415,3.2481705995765613,1
2024-03-18,174.7448914522954,176.87483361469177,172.70452267737835,172.90357971191406,75604200.0,AAPL,171.80873107910156,172.1869659423828,170.3257598876953,172.41586303710938,171.93814086914062,169.92762756347656,168.20574951171875,168.32518005371094,169.32049560546875,174.27711486816406,171.9281799316406,170.73580932617188,182.14678009033204,182.55370040893555,40.29413290568335,35.74848649168482,-3.4821202572311165,-3.6456938746537553,3.378022880720393,1
2024-03-19,173.52065910891577,175.77999515234478,172.2168180823409,175.2524871826172,55215200.0,AAPL,172.90357971191406,171.80873107910156,172.1869659423828,170.3257598876953,172.41586303710938,171.93814086914062,169.92762756347656,168.20574951171875,168.32518005371094,169.32049560546875,172.4955047607422,171.32900848388672,182.04985595703124,182.5372699737549,46.6101146094606,53.90622744126144,-3.049704445410754,-3.5264959888051552,3.3912481799549283,1
2024-03-20,174.89417408943874,177.83030700683594,174.2671300256647,177.83030700683594,53423100.0,AAPL,175.2524871826172,172.90357971191406,171.80873107910156,172.1869659423828,170.3257598876953,172.41586303710938,171.93814086914062,169.92762756347656,168.20574951171875,168.32518005371094,173.9964141845703,172.2795211791992,181.91741088867187,182.52946563720704,52.543358331206456,84.5513885045515,-2.4705246131874503,-3.3153017136816145,3.403528808613236,0
2024-03-21,176.21791925324277,176.65585381045534,170.037097774542,170.56460571289062,106181300.0,AAPL,177.83030700683594,175.2524871826172,172.90357971191406,171.80873107910156,172.1869659423828,170.3257598876953,172.41586303710938,171.93814086914062,169.92762756347656,168.20574951171875,173.67194213867188,172.5154067993164,181.6480014038086,182.49212371826172,39.29002391821757,28.290663073272803,-2.568197216937648,-3.1658808143328216,3.7170774103047153,1
2024-03-22,170.95279171103329,172.23673773536032,169.26078406375387,171.47035217285156,71106600.0,AAPL,170.56460571289062,177.83030700683594,175.2524871826172,172.90357971191406,171.80873107910156,172.1869659423828,170.3257598876953,172.41586303710938,171.93814086914062,169.92762756347656,173.60426635742186,172.6696792602539,181.37583282470703,182.46114456176758,41.27849064517543,37.22998984158547,-2.5432008530762573,-3.041344822081509,3.6641400003976963,0
2024-03-25,169.76839047714014,171.13194711675715,168.65364374159117,170.0470733642578,54288300.0,AAPL,171.47035217285156,170.56460571289062,177.83030700683594,175.2524871826172,172.90357971191406,171.80873107910156,172.1869659423828,170.3257598876953,172.41586303710938,171.93814086914062,173.03296508789063,172.48057250976564,181.08712646484375,182.42993911743164,39.11067853356168,23.182842085707975,-2.608172372068964,-2.9547103320790002,3.6036091740307463,0
2024-03-26,169.20106023000122,170.61438491064948,168.78303590364706,168.9124298095703,57388400.0,AAPL,170.0470733642578,171.47035217285156,170.56460571289062,177.83030700683594,175.2524871826172,172.90357971191406,171.80873107910156,172.1869659423828,170.3257598876953,172.41586303710938,171.76495361328125,172.1302291870117,180.76916687011717,182.37942901611328,37.42336862188194,11.984399751913106,-2.7198660978979206,-2.9077414852427843,3.4770191621001514,1
2024-03-27,169.609133760084,172.78414425918754,169.31054062211945,172.49549865722656,60273300.0,AAPL,168.9124298095703,170.0470733642578,171.47035217285156,170.56460571289062,177.83030700683594,175.2524871826172,172.90357971191406,171.80873107910156,172.1869659423828,170.3257598876953,170.69799194335937,172.34720306396486,180.56839538574218,182.34490104675294,45.42974297260694,44.9125888973903,-2.4905509482597665,-2.824303377846181,3.5052116826370856,0
2024-03-28,170.94282285202152,171.42056273337485,169.70864503919194,170.67408752441406,65672700.0,AAPL,172.49549865722656,168.9124298095703,170.0470733642578,171.47035217285156,170.56460571289062,177.83030700683594,175.2524871826172,172.90357971191406,171.80873107910156,172.1869659423828,170.71988830566406,172.19591522216797,180.3500817871094,182.28723793029786,42.456019998721544,22.01719431587973,-2.427803488929868,-2.7450034000629184,3.4539003923083382,0
2024-04-01,170.38547862745995,170.4451942217802,168.68350825393796,169.23092651367188,46240500.0,AAPL,170.67408752441406,172.49549865722656,168.9124298095703,170.0470733642578,171.47035217285156,170.56460571289062,177.83030700683594,175.2524871826172,172.90357971191406,171.80873107910156,170.27200317382812,171.938134765625,179.98461547851562,182.22473838806152,40.21013632695005,6.290769917068645,-2.466099053116011,-2.689222530673537,3.349377455034607,0
2024-04-02,168.28538634231538,168.54415896803064,167.43937496323824,168.0465087890625,49329500.0,AAPL,169.23092651367188,170.67408752441406,172.49549865722656,168.9124298095703,170.0470733642578,171.47035217285156,170.56460571289062,177.83030700683594,175.2524871826172,172.90357971191406,169.87189025878905,171.45242767333986,179.53721038818358,182.15314437866212,38.4141066426881,5.8429198004268015,-2.562482472568405,-2.663874519052511,3.238104176134538,1
2024-04-03,167.99673277562965,169.8778497555363,167.78772821512752,168.85269165039062,47691700.0,AAPL,168.0465087890625,169.23092651367188,170.67408752441406,172.49549865722656,168.9124298095703,170.0470733642578,171.47035217285156,170.56460571289062,177.83030700683594,175.2524871826172,169.8599426269531,170.81244812011718,179.05960723876953,182.07536994934082,40.366562204606176,13.601442885224078,-2.544483584653733,-2.6399963321727555,3.1561054164398405,0
2024-04-04,169.48968886138192,171.11203328162168,168.026611328125,168.026611328125,53704400.0,AAPL,168.85269165039062,168.0465087890625,169.23092651367188,170.67408752441406,172.49549865722656,168.9124298095703,170.0470733642578,171.47035217285156,170.56460571289062,177.83030700683594,168.9661651611328,169.8320785522461,178.53983642578126,181.99886810302735,39.00210062861651,5.651431098027293,-2.567283073281345,-2.6254536803944735,3.151056597658186,1
2024-04-05,168.79299807416663,169.58924146405172,168.15600639967445,168.78305053710938,42055200.0,AAPL,168.026611328125,168.85269165039062,168.0465087890625,169.23092651367188,170.67408752441406,172.49549865722656,168.9124298095703,170.0470733642578,171.47035217285156,170.56460571289062,168.58795776367188,169.65392303466797,178.04871337890626,181.9257024383545,40.969762693603826,12.931232426825797,-2.495546404414938,-2.5994722251985665,3.0375975646773674,0
2024-04-08,168.23563178927415,168.40483104125352,167.4493511257135,167.65835571289062,37425500.0,AAPL,168.78305053710938,168.026611328125,168.85269165039062,168.0465087890625,169.23092651367188,170.67408752441406,172.49549865722656,168.9124298095703,170.0470733642578,171.47035217285156,168.27344360351563,169.27272338867186,177.54165710449217,181.85211791992188,38.95755557676917,2.107421631992212,-2.5006224315437464,-2.5797022664676024,2.91589055372869,1
2024-04-09,167.90717701117094,169.2806964440478,167.55883097808936,168.87261962890625,42451200.0,AAPL,167.65835571289062,168.78305053710938,168.026611328125,168.85269165039062,168.0465087890625,169.23092651367188,170.67408752441406,172.49549865722656,168.9124298095703,170.0470733642578,168.43866577148438,169.15527801513673,177.0936770629883,181.76953575134277,42.25506614925325,13.79322528195242,-2.379237896175681,-2.539609392409218,2.830603047459387,0
2024-04-10,168.0066961691415,168.29532657810816,166.3246362072623,166.99148559570312,49709300.0,AAPL,168.87261962890625,167.65835571289062,168.78305053710938,168.026611328125,168.85269165039062,168.0465087890625,169.23092651367188,170.67408752441406,172.49549865722656,168.9124298095703,168.06642456054686,168.96318359375,176.62179168701172,181.6791342163086,38.761668099857395,6.454702766445674,-2.4070842042063987,-2.5131043547686547,2.8104159313297132,1
2024-04-11,167.54885233902874,174.63540094951088,167.36970557110288,174.2173614501953,91070300.0,AAPL,166.99148559570312,168.87261962890625,167.65835571289062,168.78305053710938,168.026611328125,168.85269165039062,168.0465087890625,169.23092651367188,170.67408752441406,172.49549865722656,169.30457458496093,169.13536987304687,176.3677835083008,181.63185119628906,54.367823031321,94.96990334487,-1.8250468080976532,-2.3754928454344544,3.155665890078145,1
2024-04-12,173.4410296238906,177.52176704196785,173.39127675717174,175.72027587890625,101593300.0,AAPL,174.2173614501953,166.99148559570312,168.87261962890625,167.65835571289062,168.78305053710938,168.026611328125,168.85269165039062,168.0465087890625,169.23092651367188,170.67408752441406,170.6920196533203,169.6399887084961,176.2161993408203,181.57825302124024,56.83195189177999,83.91113590029805,-1.2283457392480557,-2.146063424197175,3.225296203986571,0
2024-04-15,174.53586805138283,175.7999037342719,171.68930847441092,171.87841796875,73531800.0,AAPL,175.72027587890625,174.2173614501953,166.99148559570312,168.87261962890625,167.65835571289062,168.78305053710938,168.026611328125,168.85269165039062,168.0465087890625,169.23092651367188,171.5360321044922,169.9047378540039,175.93887145996095,181.49954666137694,49.47688975307118,49.600043470723165,-1.0533196554695792,-1.927514670451656,3.2885318508347434,0
2024-04-16,170.94284143183614,172.94338974194338,167.47920033817573,168.583984375,73711200.0,AAPL,171.87841796875,175.72027587890625,174.2173614501953,166.99148559570312,168.87261962890625,167.65835571289062,168.78305053710938,168.026611328125,168.85269165039062,168.0465087890625,171.47830505371093,169.95848541259767,175.61573425292968,181.4026828765869,44.194981283778006,20.177920586002628,-1.166991133999602,-1.7754099631612452,3.4439359617585223,0
2024-04-17,168.81288329791278,169.8479889202863,167.21044921875,167.21044921875,50901200.0,AAPL,168.583984375,171.87841796875,175.72027587890625,174.2173614501953,166.99148559570312,168.87261962890625,167.65835571289062,168.78305053710938,168.026611328125,168.85269165039062,171.5220977783203,169.79426116943358,175.2287451171875,181.27724006652832,42.173490647527814,7.911071367873259,-1.3523206964917733,-1.6907921098273508,3.3863362288855066,0
2024-04-18,167.24031189258443,167.8474456964944,165.7672716683895,166.2549591064453,43122900.0,AAPL,167.21044921875,168.583984375,171.87841796875,175.72027587890625,174.2173614501953,166.99148559570312,168.87261962890625,167.65835571289062,168.78305053710938,168.026611328125,169.92961730957032,169.61709594726562,174.790439453125,181.15450469970702,40.776231484205226,4.1489440640049455,-1.5583322920584806,-1.664300146273577,3.2930389288297484,0
2024-04-19,165.42886837664992,165.6179626751691,163.30887389276177,164.22454833984375,67772100.0,AAPL,166.2549591064453,167.21044921875,168.583984375,171.87841796875,175.72027587890625,174.2173614501953,166.99148559570312,168.87261962890625,167.65835571289062,168.78305053710938,167.6304718017578,169.16124572753907,174.30933868408204,181.02721870422363,37.90249088409387,6.44256195743744,-1.863948705384587,-1.704229858095779,3.268256520605019,1
2024-04-22,164.74213492186811,166.47394798708703,163.99565958352764,165.0606231689453,48116400.0,AAPL,164.22454833984375,166.2549591064453,167.21044921875,168.583984375,171.87841796875,175.72027587890625,174.2173614501953,166.99148559570312,168.87261962890625,167.65835571289062,166.26691284179688,168.90147247314454,173.86662872314454,180.90173370361327,39.78438644562943,12.325071734472278,-2.015454755607635,-1.7664748375981505,3.2118302265303313,1
2024-04-23,164.57291251221173,166.26492000363532,164.14492548116624,166.11561584472656,49537800.0,AAPL,165.0606231689453,164.22454833984375,166.2549591064453,167.21044921875,168.583984375,171.87841796875,175.72027587890625,174.2173614501953,166.99148559570312,168.87261962890625,165.7732391357422,168.62577209472656,173.42969146728515,180.78712509155272,42.16611721717077,19.747857966001646,-2.027028971753026,-1.8185856644291258,3.133841961954528,1
2024-04-24,165.7573215689687,168.50436038665487,165.4288858023208,168.22567749023438,48251800.0,AAPL,166.11561584472656,165.0606231689453,164.22454833984375,166.2549591064453,167.21044921875,168.583984375,171.87841796875,175.72027587890625,174.2173614501953,166.99148559570312,165.97628479003907,168.7491912841797,173.06879608154296,180.6933275604248,46.706458660715505,34.593967222973575,-1.8446730386440606,-1.8238031392721128,3.129672863553067,1
2024-04-25,168.73325927633826,169.80818542681567,167.35973999732644,169.09156799316406,50558300.0,AAPL,168.22567749023438,166.11561584472656,165.0606231689453,164.22454833984375,166.2549591064453,167.21044921875,168.583984375,171.87841796875,175.72027587890625,174.2173614501953,166.54360656738282,168.23661193847656,172.76722015380858,180.60648658752442,48.49344480319793,40.68625606128131,-1.6117057798361714,-1.7813836673849246,3.081013761119936,0
2024-04-26,169.081624768213,170.53475474394267,168.38490238817732,168.5043487548828,44838400.0,AAPL,169.09156799316406,168.22567749023438,166.11561584472656,165.0606231689453,164.22454833984375,166.2549591064453,167.21044921875,168.583984375,171.87841796875,175.72027587890625,167.39956665039062,167.51501922607423,172.47161590576172,180.5083324432373,47.334282144538776,36.554660670275,-1.4576582567032688,-1.7166385852485937,3.014502232166037,1
2024-04-29,172.555222179483,175.20272483761752,172.28650201133237,172.6846160888672,68169400.0,AAPL,168.5043487548828,169.09156799316406,168.22567749023438,166.11561584472656,165.0606231689453,164.22454833984375,166.2549591064453,167.21044921875,168.583984375,171.87841796875,168.924365234375,167.59563903808595,172.26538970947266,180.42726280212403,55.49071759012907,65.96645804397073,-0.9868856434841291,-1.5706879968957008,3.277636078635228,0
2024-04-30,172.51541154910535,174.1676137755898,169.20105955998108,169.52951049804688,65934800.0,AAPL,172.6846160888672,168.5043487548828,169.09156799316406,168.22567749023438,166.11561584472656,165.0606231689453,164.22454833984375,166.2549591064453,167.21044921875,168.583984375,169.60714416503907,167.69019165039063,172.02691619873048,180.3296739959717,49.28640003750516,43.76756048174883,-0.8584894763438626,-1.4282482927853333,3.39827308841905,0
2024-05-01,168.78303163206596,171.89832652202932,168.31523926242042,168.5043487548828,50383100.0,AAPL,169.52951049804688,172.6846160888672,168.5043487548828,169.09156799316406,168.22567749023438,166.11561584472656,165.0606231689453,164.22454833984375,166.2549591064453,167.21044921875,169.66287841796876,167.8195816040039,171.78286895751953,180.21060157775878,47.430746832650534,36.554660670275,-0.8298901171975501,-1.3085766576677766,3.4114741006468963,1
